#CHROM	POS
I	3076327
I	3076392
I	3085136
I	3090502
I	3090527
I	3090632
I	3091628
I	3092773
I	3095947
I	3103176
I	3103180
I	3105363
I	3105434
I	3106074
I	3107585
I	3127675
I	3130131
I	3145817
I	3151938
I	3151939
I	3152543
I	3153131
I	3159788
I	3171130
I	3176071
I	3176074
I	3179639
I	3179739
I	3183879
I	3183956
I	3186087
I	3193112
I	3198471
I	3211442
I	3224881
I	3234889
I	3235022
I	3245575
I	3260955
I	3260998
I	3261163
I	3262101
I	3269777
I	3278394
I	3298162
I	3304731
I	3309621
I	3309647
I	3331252
I	3331358
I	3343798
I	3343799
I	3352374
I	3352455
I	3362388
I	3367602
I	3380639
I	3382206
I	3382243
I	3387258
I	3388915
I	3402502
I	3402613
I	3402616
I	3409388
I	3409499
I	3414223
I	3414273
I	3423262
I	3423283
I	3423319
I	3437593
I	3437647
I	3439419
I	3447264
I	3449248
I	3476078
I	3489629
I	3516089
I	3528544
I	3533227
I	3539818
I	3539920
I	3544392
I	3544442
I	3558263
I	3570078
I	3573372
I	3573465
I	3588425
I	3593560
I	3611401
I	3611923
I	3662813
I	3669054
I	3680418
I	3699228
I	3740869
I	3777787
I	3785956
I	3804429
I	3811502
I	3823799
I	3833081
I	3839727
I	3846735
I	3881178
I	3882216
I	3938690
I	3943673
I	3947008
I	3992867
I	4006198
I	4022758
I	4031580
I	4052751
I	4057849
I	4067567
I	4083512
I	4097643
I	4105230
I	4114204
I	4126926
I	4126984
I	4153849
I	4198652
I	4205843
I	4210722
I	4221144
I	4229011
I	4229116
I	4233651
I	4264148
I	4294755
I	4326017
I	4331148
I	4340232
I	4382830
I	4405609
I	4422481
I	4436184
I	4436194
I	4448977
I	4453643
I	4461030
I	4510019
I	4515446
I	4520184
I	4521703
I	4588009
I	4654370
I	4661731
I	4668159
I	4668223
I	4722280
I	4751106
I	4784829
I	4795002
I	4795616
I	4919435
I	4975889
I	4980324
I	4998307
I	4998423
I	5117745
I	5147900
I	5445203
I	5493948
I	5523711
I	5546220
I	5552023
I	5633507
I	5654541
I	5661063
I	5700069
I	5737040
I	5745704
I	5772983
I	5773523
I	5813557
I	5820318
I	5839991
I	5844088
I	5868148
I	5902250
I	5925122
I	5929414
I	5945683
I	5957696
I	6013229
I	6014369
I	6015541
I	6031303
I	6036505
I	6044625
I	6062458
I	6063310
I	6099981
I	6259249
I	6402041
I	6483093
I	6502018
I	6552554
I	6662362
I	6703471
I	6807230
I	6832451
I	6931056
I	6991346
I	7017903
I	7160755
I	7329879
I	7502469
I	7505118
I	7507567
I	7510363
I	7564905
I	7569430
I	7571748
I	7585992
I	7628157
I	7643111
I	7643151
I	7659836
I	7662490
I	7662913
I	7662918
I	7664479
I	7673022
I	7673048
I	7682216
I	7693727
I	7710781
I	7710790
I	7731491
I	7737449
I	7737984
I	7753426
I	7756134
I	7762599
I	7770792
I	7779787
I	7813699
I	7829574
I	7849034
I	7871337
I	7872752
I	7886023
I	7887894
I	7892992
I	7908195
I	7941683
I	7945399
I	7968402
I	7982957
I	7995336
I	8013259
I	8014712
I	8014825
I	8022089
I	8026511
I	8144281
I	8157312
I	8159038
I	8171212
I	8171282
I	8171285
I	8174851
I	8211897
I	8211945
I	8229110
I	8229113
I	8318265
I	8345853
I	8527702
I	8589260
I	8591362
I	8594515
I	8603997
I	8605270
I	8609403
I	8613714
I	8614100
I	8635527
I	8692062
I	8696481
I	8752748
I	8794174
I	8797531
I	8798892
I	8810805
I	8812292
I	8818802
I	8829492
I	8851751
I	8859357
I	8878044
I	8899467
I	8911384
I	8917367
I	8930697
I	8964317
I	9044200
I	9071456
I	9075338
I	9075339
I	9075341
I	9081162
I	9120497
I	9158631
I	9161431
I	9189449
I	9190202
I	9196803
I	9198443
I	9205770
I	9206133
I	9206148
I	9206149
I	9210734
I	9213520
I	9237538
I	9246562
I	9259482
I	9259522
I	9276534
I	9276620
I	9284115
I	9286116
I	9286169
I	9286170
I	9286171
I	9286172
I	9294690
I	9334422
I	9337804
I	9423048
I	9490345
I	9509434
I	9514469
I	9550167
I	9585749
I	9594251
I	9594284
I	9594302
I	9601166
I	9609318
I	9615119
I	9620008
I	9626491
I	9634391
I	9643599
I	9643609
I	9647866
I	9653639
I	9675715
I	9692061
I	9700308
I	9709302
I	9730467
I	9747839
I	9747840
I	9778038
I	9779023
I	9788586
I	9809911
I	9848779
I	9863069
I	9864595
I	9864741
I	9868666
I	9890579
I	9890648
I	9895931
I	9895962
I	9895963
I	9928280
I	9976380
I	10098470
I	10098533
I	10099033
I	10255136
I	10290473
I	10345844
I	10371685
I	10395826
I	10432465
I	10466071
I	10478162
I	10627424
I	10645012
I	10658028
I	10662794
I	10691729
I	10710305
I	10713170
I	10732608
I	10732655
I	10735429
I	10756606
I	10774801
I	10796602
I	10811056
I	10841164
I	10873691
I	10873885
I	10915935
I	10915966
I	10942959
I	10978841
I	10978860
I	10990440
I	10992862
I	11013260
I	11038033
I	11085073
I	11089573
I	11089650
I	11123047
I	11151468
I	11164697
I	11164737
I	11196182
I	11199747
I	11205674
I	11205752
I	11213434
I	11217347
I	11275163
I	11275227
I	11275826
I	11276156
I	11276360
I	11284814
I	11285143
I	11288548
I	11290542
I	11290594
I	11290672
I	11292024
I	11292025
I	11292190
I	11292272
I	11295338
I	11295359
I	11295427
I	11307505
I	11326030
I	11326036
I	11357347
I	11357348
I	11357349
I	11357350
I	11376121
I	11381518
I	11381879
I	11381920
I	11382529
I	11387883
I	11387927
I	11388363
I	11391556
I	11397813
I	11397815
I	11397845
I	11399863
I	11421500
I	11460959
I	11460975
I	11496269
I	11496280
I	11497254
I	11497272
I	11499799
I	11508762
I	11519871
I	11541682
I	11545461
I	11570826
I	11581157
I	11602075
I	11602803
I	11603179
I	11603587
I	11603604
I	11604500
I	11604686
I	11608101
I	11609213
I	11612804
I	11635727
I	11635728
I	11635817
I	11635833
I	11640526
I	11640579
I	11640588
I	11650929
I	11650996
I	11663777
I	11663884
I	11682607
I	11685103
I	11698027
I	11707183
I	11711911
I	11711940
I	11711942
I	11714468
I	11715167
I	11720711
I	11722981
I	11723023
I	11723374
I	11748136
I	11802234
I	11805817
I	11805818
I	11805819
I	11805820
I	11805821
I	11810425
I	11810786
I	11819274
I	11819410
I	11834772
I	11854295
I	11871932
I	11875968
I	11879025
I	11888055
I	11889844
I	11891849
I	11892013
I	11906769
I	11906900
I	11907243
I	11913243
I	11913263
I	11913485
I	11920241
I	11929552
I	11929610
I	11960401
I	11960442
I	11964503
I	11965483
I	11968238
I	11985587
I	11998249
I	11998272
I	12007084
I	12007333
I	12014742
I	12017045
I	12017046
I	12034891
I	12057801
I	12057863
I	12063758
I	12070866
I	12091853
I	12094869
I	12094915
I	12103117
I	12103227
I	12103229
I	12107813
I	12107866
I	12107911
I	12115911
I	12115916
I	12115922
I	12115989
I	12119583
I	12119598
I	12119633
I	12121744
I	12121836
I	12121858
I	12145794
I	12153280
I	12153385
I	12162884
I	12162886
I	12162973
I	12163001
I	12171706
I	12178157
I	12196798
I	12204460
I	12204461
I	12204521
I	12216609
I	12228113
I	12228118
I	12248021
I	12251007
I	12251008
I	12251105
I	12251137
I	12274471
I	12283295
I	12283332
I	12290204
I	12291581
I	12296858
I	12317019
I	12317025
I	12320530
I	12326071
I	12327785
I	12327811
I	12334250
I	12341572
I	12342873
I	12355348
I	12364952
I	12364970
I	12366094
I	12366101
I	12366975
I	12375135
I	12382954
I	12385689
I	12390810
I	12399982
I	12405344
I	12412851
I	12414076
I	12417474
I	12417513
I	12417522
I	12417528
I	12417530
I	12420747
I	12420782
I	12422349
I	12423698
I	12435716
I	12483504
I	12488555
I	12496018
I	12499637
I	12501113
I	12505476
I	12505493
I	12521667
I	12521669
I	12532307
I	12532320
I	12538938
I	12543414
I	12547640
I	12550290
I	12550394
I	12554480
I	12558571
I	12559752
I	12559875
I	12560515
I	12563951
I	12563963
I	12566623
I	12584104
I	12609739
I	12609832
I	12611846
I	12642852
I	12642884
I	12646830
I	12646862
I	12646882
I	12649220
I	12652755
I	12655418
I	12655428
I	12655519
I	12696722
I	12710222
I	12747499
I	12759452
I	12759453
I	12759454
I	12759541
I	12759559
I	12759566
I	12759579
I	12774975
I	12775015
I	12784060
I	12804846
I	12804882
I	12810396
I	12812282
I	12816305
I	12816320
I	12816360
I	12816395
I	12821283
I	12836874
I	12838673
I	12846051
I	12846086
I	12854220
I	12854289
I	12866064
I	12866178
I	12867677
I	12882771
I	12896820
I	12896821
I	12915572
I	12915604
I	12915605
I	12946238
I	12953900
I	12957337
I	12959042
I	12967087
I	12973626
I	12973767
I	12980534
I	12980545
I	12983876
I	12983920
I	13042904
I	13054088
I	13054100
I	13054109
I	13054115
I	13054118
I	13056011
I	13056131
I	13056295
I	13056367
I	13056388
I	13056394
I	13057191
I	13057192
I	13057194
I	13057213
I	13057255
I	13057312
I	13065923
I	13065924
I	13065926
I	13065957
I	13069586
I	13069597
I	13069648
I	13069651
I	13103633
I	13108579
I	13108587
I	13112512
I	13156868
I	13156875
I	13156895
I	13156904
I	13157540
I	13157591
I	13159925
I	13159946
I	13159964
I	13160009
I	13160015
I	13160043
I	13160047
I	13170854
I	13192136
I	13198799
I	13198828
I	13200991
I	13204758
I	13204800
I	13204873
I	13208242
I	13208247
I	13208319
I	13212053
I	13213595
I	13214884
I	13216052
I	13216756
I	13216790
I	13216880
I	13216912
I	13217011
I	13217038
I	13217157
I	13217648
I	13217650
I	13248579
I	13250998
I	13253770
I	13253814
I	13254087
I	13254212
I	13256162
I	13259463
I	13262721
I	13262750
I	13264472
I	13275389
I	13283385
I	13284429
I	13284523
I	13284552
I	13284555
I	13297400
I	13299554
I	13299659
I	13300167
I	13305342
I	13305398
I	13305447
I	13317983
I	13319090
I	13319176
I	13323747
I	13323790
I	13329299
I	13329507
I	13329547
I	13335458
I	13335523
I	13335571
I	13335604
I	13335608
I	13339710
I	13340245
I	13340255
I	13340256
I	13340393
I	13347326
I	13347630
I	13347631
I	13347632
I	13347709
I	13347771
I	13351874
I	13351921
I	13354267
I	13357637
I	13359410
I	13378539
I	13378559
I	13378579
I	13378591
I	13378611
I	13378674
I	13386320
I	13387407
I	13387483
I	13389906
I	13392910
I	13393831
I	13436717
I	13444276
I	13444392
I	13450625
I	13450629
I	13450630
I	13450655
I	13450774
I	13521044
I	13544401
I	13544437
I	13560993
I	13575067
I	13580125
I	13580127
I	13585569
I	13585972
I	13590174
I	13605541
I	13615906
I	13625501
I	13658755
I	13727251
I	13727286
I	13735004
I	13739485
I	13739718
I	13739802
I	13743599
I	13743871
I	13755243
I	13755314
I	13756341
I	13770174
I	13771966
I	13777572
I	13777845
I	13777854
I	13779920
I	13781802
I	13785302
I	13788309
I	13788926
I	13791848
I	13806804
I	13818245
I	13818248
I	13819366
I	13819373
I	13819422
I	13819445
I	13819897
I	13820944
I	13821069
I	13821366
I	13827172
I	13827322
I	13827614
I	13835539
I	13841706
I	13845578
I	13852721
I	13853695
I	13855382
I	13857171
I	13857277
I	13864645
I	13872505
I	13872506
I	13872507
I	13876763
I	13877081
I	13880510
I	13882687
I	13882733
I	13885755
I	13900338
I	13915547
I	13915590
I	13921774
I	13921913
I	13921941
I	13924877
I	13955443
I	13965455
I	13967964
I	13991204
I	13992838
I	14028533
I	14036227
I	14036253
I	14062690
I	14100167
I	14100513
I	14101153
I	14109480
I	14109508
I	14119923
I	14126513
I	14141770
I	14155680
I	14155695
I	14155698
I	14155705
I	14165189
I	14169225
I	14170963
I	14172543
I	14172552
I	14174133
I	14175264
I	14175273
I	14181527
I	14181566
I	14189771
I	14194306
I	14220086
I	14220206
I	14232260
I	14232283
I	14232920
I	14243963
I	14244119
I	14251060
I	14270563
I	14273872
I	14273895
I	14273945
I	14281848
I	14283638
I	14287837
I	14288000
I	14312422
I	14317714
I	14317715
I	14346177
I	14346225
I	14346238
I	14346448
I	14377635
I	14391547
I	14391562
I	14410324
I	14412328
I	14420208
I	14423171
I	14436183
I	14436189
I	14460147
I	14476489
I	14477503
I	14486883
I	14487015
I	14518306
I	14525162
I	14531255
I	14533390
I	14543869
I	14543877
I	14547245
I	14547255
I	14562626
I	14570819
I	14573915
I	14584687
I	14591138
I	14591146
I	14602738
I	14602877
I	14608058
I	14613706
I	14614828
I	14656646
I	14656647
I	14665861
I	14697115
I	14698070
I	14700444
I	14706557
I	14711211
I	14735213
I	14735268
I	14738172
I	14738551
I	14738665
I	14743544
I	14747377
I	14749136
I	14770610
I	14770632
I	14771466
I	14772473
I	14777443
I	14779380
I	14792393
I	14810120
I	14817118
I	14817162
I	14822548
I	14834553
I	14862869
I	14878001
I	14881036
I	14894963
I	14897895
I	14898607
I	14898848
I	14933442
I	14933477
I	14953323
I	14953324
I	14956114
I	14956142
I	14956262
I	14962663
I	14993285
I	14998648
I	15005692
I	15012813
I	15017483
I	15021413
I	15022375
I	15035489
I	15035510
I	15051164
II	25506
II	31188
II	31275
II	46305
II	73411
II	110545
II	116083
II	127619
II	127623
II	144069
II	144075
II	146623
II	152895
II	160246
II	160596
II	160662
II	180883
II	188656
II	200058
II	212510
II	220592
II	243170
II	252436
II	264530
II	275227
II	288203
II	304515
II	305158
II	312045
II	313435
II	325046
II	361769
II	370400
II	373942
II	374500
II	381758
II	381843
II	401571
II	401587
II	418906
II	427824
II	431301
II	438845
II	446763
II	457491
II	458120
II	458203
II	459759
II	461241
II	463229
II	481137
II	483334
II	486479
II	486483
II	493227
II	496660
II	502891
II	502930
II	506854
II	506965
II	513717
II	516063
II	518587
II	518699
II	536243
II	540986
II	541077
II	541088
II	544434
II	545775
II	549871
II	550200
II	550309
II	552315
II	552409
II	567672
II	568477
II	575622
II	585631
II	601070
II	609072
II	617224
II	619894
II	625841
II	625842
II	627924
II	627940
II	634685
II	636990
II	674009
II	674020
II	683543
II	683556
II	684779
II	703782
II	706382
II	706423
II	712980
II	715714
II	715822
II	724804
II	727042
II	732249
II	733825
II	733872
II	737995
II	738027
II	747253
II	747341
II	747398
II	750584
II	757266
II	761018
II	763448
II	773181
II	773288
II	789533
II	789716
II	806582
II	806805
II	810286
II	826419
II	826485
II	826614
II	826677
II	829629
II	833337
II	833399
II	833504
II	834750
II	835009
II	835095
II	843349
II	843354
II	843384
II	843533
II	844386
II	858055
II	859840
II	861568
II	876408
II	876426
II	876444
II	876465
II	877599
II	877653
II	877695
II	877707
II	883679
II	883711
II	883749
II	883797
II	883800
II	883803
II	890972
II	891017
II	891018
II	891019
II	899531
II	899558
II	899582
II	920306
II	920326
II	921516
II	921520
II	921526
II	924535
II	924562
II	926381
II	927882
II	931354
II	931355
II	931356
II	931363
II	931377
II	951239
II	951266
II	951617
II	951653
II	951925
II	951989
II	959487
II	959517
II	966663
II	976193
II	982804
II	991474
II	991521
II	992646
II	992784
II	1044909
II	1044952
II	1047977
II	1047988
II	1047990
II	1048019
II	1048082
II	1048133
II	1048134
II	1064910
II	1064917
II	1069724
II	1083817
II	1101887
II	1102124
II	1102138
II	1104301
II	1104443
II	1106058
II	1106185
II	1131928
II	1132139
II	1137460
II	1149391
II	1158996
II	1162997
II	1163243
II	1163313
II	1175675
II	1186750
II	1192242
II	1192352
II	1192389
II	1193171
II	1193883
II	1196765
II	1196772
II	1196801
II	1197134
II	1201746
II	1201867
II	1202077
II	1202090
II	1202099
II	1202255
II	1216932
II	1220360
II	1220620
II	1220660
II	1220678
II	1230822
II	1230915
II	1230930
II	1235544
II	1239585
II	1239611
II	1247347
II	1247472
II	1247477
II	1262305
II	1262322
II	1262327
II	1262346
II	1262355
II	1282031
II	1282048
II	1282049
II	1282056
II	1282685
II	1303103
II	1304892
II	1304923
II	1304926
II	1304980
II	1307833
II	1307848
II	1307869
II	1307905
II	1307914
II	1307950
II	1307989
II	1308007
II	1318777
II	1324795
II	1324925
II	1331541
II	1333157
II	1335153
II	1336626
II	1342303
II	1342467
II	1342816
II	1342871
II	1343050
II	1344182
II	1347063
II	1347167
II	1351075
II	1351079
II	1358342
II	1376271
II	1376279
II	1376280
II	1376289
II	1380776
II	1380791
II	1382741
II	1384281
II	1384599
II	1384602
II	1384606
II	1384616
II	1391862
II	1405923
II	1416046
II	1420008
II	1420061
II	1422355
II	1422386
II	1422454
II	1422477
II	1442546
II	1442585
II	1442627
II	1442647
II	1442656
II	1446758
II	1446759
II	1463999
II	1464084
II	1464108
II	1467140
II	1467325
II	1467438
II	1474019
II	1474120
II	1485481
II	1485529
II	1489520
II	1489523
II	1494393
II	1494396
II	1494748
II	1496093
II	1496171
II	1501034
II	1501091
II	1501134
II	1501144
II	1501523
II	1501526
II	1509182
II	1509206
II	1521588
II	1521664
II	1521742
II	1574768
II	1574769
II	1574825
II	1574829
II	1574844
II	1575902
II	1575914
II	1575922
II	1575979
II	1575983
II	1576038
II	1576041
II	1603710
II	1603713
II	1603719
II	1603728
II	1603755
II	1604415
II	1604424
II	1604425
II	1604442
II	1604455
II	1604472
II	1604484
II	1610022
II	1638249
II	1661325
II	1661378
II	1663962
II	1663976
II	1664228
II	1664234
II	1671395
II	1672086
II	1676223
II	1678688
II	1678699
II	1678700
II	1678734
II	1678736
II	1678760
II	1682318
II	1682393
II	1683347
II	1683359
II	1683367
II	1685003
II	1685025
II	1685117
II	1688228
II	1688260
II	1688378
II	1713129
II	1713157
II	1713178
II	1713187
II	1717085
II	1717112
II	1717173
II	1717192
II	1717196
II	1718475
II	1719800
II	1720354
II	1720363
II	1722800
II	1722809
II	1726902
II	1726903
II	1727000
II	1738631
II	1741075
II	1741151
II	1743451
II	1746592
II	1758273
II	1758289
II	1758290
II	1758301
II	1758321
II	1758379
II	1758381
II	1758384
II	1758392
II	1758400
II	1758407
II	1758423
II	1937748
II	1937789
II	1937802
II	1943837
II	1954948
II	1954958
II	1954967
II	1954978
II	1955019
II	1955055
II	1955099
II	1955187
II	1955238
II	1955262
II	1955271
II	1955572
II	1955573
II	1955581
II	1994403
II	1994417
II	1996943
II	1996963
II	1996981
II	1996984
II	1996988
II	2028057
II	2041537
II	2041547
II	2041628
II	2044476
II	2044584
II	2053723
II	2053730
II	2053733
II	2053738
II	2053739
II	2138413
II	2138446
II	2138452
II	2138467
II	2138487
II	2142748
II	2142776
II	2142777
II	2142809
II	2142836
II	2154243
II	2154330
II	2154331
II	2165462
II	2165508
II	2165568
II	2179142
II	2184293
II	2184349
II	2184398
II	2188008
II	2188639
II	2189034
II	2193656
II	2193667
II	2196696
II	2198501
II	2199904
II	2199923
II	2199948
II	2200474
II	2200508
II	2200531
II	2200578
II	2204255
II	2204315
II	2204558
II	2205647
II	2205794
II	2207145
II	2207146
II	2208848
II	2209059
II	2209060
II	2209080
II	2212106
II	2212137
II	2215344
II	2221754
II	2221815
II	2246941
II	2246962
II	2251702
II	2251703
II	2251706
II	2251709
II	2357900
II	2357942
II	2357960
II	2357969
II	2407285
II	2407293
II	2407537
II	2407549
II	2407564
II	2407584
II	2407672
II	2414237
II	2414241
II	2417644
II	2417689
II	2417707
II	2417717
II	2417759
II	2417765
II	2417809
II	2417828
II	2420595
II	2420622
II	2420627
II	2429509
II	2429530
II	2429647
II	2429652
II	2429664
II	2429665
II	2440563
II	2440564
II	2441253
II	2452115
II	2452160
II	2457986
II	2457987
II	2458000
II	2458118
II	2460383
II	2460472
II	2460824
II	2460833
II	2460835
II	2461769
II	2461773
II	2461866
II	2462370
II	2462392
II	2465870
II	2465871
II	2470780
II	2474381
II	2476785
II	2492057
II	2492062
II	2492098
II	2499113
II	2511725
II	2512196
II	2512197
II	2512199
II	2512344
II	2512943
II	2513068
II	2513104
II	2516755
II	2517696
II	2520089
II	2521298
II	2523394
II	2523401
II	2525216
II	2525275
II	2528909
II	2528919
II	2528953
II	2528968
II	2528977
II	2529001
II	2529036
II	2537275
II	2537293
II	2537294
II	2537295
II	2537320
II	2544897
II	2546297
II	2547861
II	2558969
II	2558975
II	2561248
II	2561318
II	2561407
II	2573622
II	2573623
II	2573624
II	2573693
II	2573723
II	2573729
II	2575917
II	2575943
II	2575949
II	2575962
II	2579985
II	2582871
II	2583011
II	2586407
II	2586455
II	2587043
II	2587141
II	2618017
II	2618060
II	2618844
II	2618900
II	2626080
II	2626124
II	2626132
II	2626144
II	2628163
II	2628218
II	2633449
II	2634604
II	2634728
II	2642790
II	2642822
II	2646209
II	2652579
II	2652581
II	2652699
II	2652727
II	2655090
II	2655095
II	2655096
II	2655097
II	2660273
II	2660294
II	2660306
II	2674641
II	2680274
II	2680293
II	2680296
II	2683840
II	2683872
II	2684001
II	2684002
II	2685902
II	2686068
II	2695969
II	2696025
II	2698596
II	2707603
II	2707668
II	2724808
II	2739527
II	2739665
II	2740266
II	2740678
II	2740715
II	2740786
II	2740844
II	2756983
II	2762332
II	2765643
II	2765649
II	2777273
II	2781194
II	2781319
II	2793133
II	2793160
II	2805496
II	2805590
II	2805617
II	2815439
II	2815552
II	2818585
II	2821583
II	2823571
II	2823572
II	2823674
II	2823710
II	2831109
II	2831110
II	2831120
II	2831122
II	2845345
II	2845516
II	2850989
II	2866103
II	2866121
II	2866132
II	2880940
II	2908296
II	2914886
II	2921858
II	2922279
II	2922309
II	2922310
II	2938949
II	2948203
II	2953693
II	2953785
II	2956625
II	2977341
II	2985993
II	3002361
II	3003943
II	3033694
II	3039331
II	3039682
II	3039689
II	3039698
II	3041288
II	3045982
II	3046011
II	3062005
II	3062056
II	3062091
II	3069818
II	3075685
II	3076985
II	3076994
II	3077038
II	3077041
II	3085486
II	3085629
II	3088916
II	3088934
II	3104401
II	3104452
II	3104455
II	3104461
II	3104473
II	3115860
II	3123902
II	3128028
II	3131348
II	3131410
II	3131440
II	3135202
II	3135207
II	3136041
II	3136042
II	3136145
II	3136208
II	3137078
II	3137160
II	3137182
II	3144072
II	3144073
II	3144074
II	3144075
II	3144076
II	3144252
II	3144415
II	3146002
II	3146061
II	3146076
II	3146079
II	3146713
II	3194448
II	3194492
II	3257009
II	3260005
II	3260032
II	3260049
II	3264339
II	3264423
II	3268081
II	3268210
II	3272759
II	3272786
II	3284809
II	3303305
II	3363718
